Place,mentioned in
https://pleiades.stoa.org/places/678369,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l126
https://pleiades.stoa.org/places/678370,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l27
https://pleiades.stoa.org/places/678370,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l43
https://pleiades.stoa.org/places/678370,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l44
https://pleiades.stoa.org/places/678370,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l54
https://pleiades.stoa.org/places/678431,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l10
https://pleiades.stoa.org/places/678431,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l14
https://pleiades.stoa.org/places/687856,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta005.pta-grc1:l1
https://pleiades.stoa.org/places/687856,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l32
https://pleiades.stoa.org/places/687856,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l44
https://pleiades.stoa.org/places/687856,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l121
https://pleiades.stoa.org/places/687856,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l132
https://pleiades.stoa.org/places/687891,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l13
https://pleiades.stoa.org/places/687891,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta025.pta-grc1:l3
https://pleiades.stoa.org/places/687900,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l29
https://pleiades.stoa.org/places/687900,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l30
https://pleiades.stoa.org/places/687917,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta002.pta-grc1:l3
https://pleiades.stoa.org/places/687917,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta011.pta-grc1:l6
https://pleiades.stoa.org/places/687917,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta017.pta-grc1:l1
https://pleiades.stoa.org/places/687917,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l13
https://pleiades.stoa.org/places/687927,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l187
https://pleiades.stoa.org/places/687927,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l197
https://pleiades.stoa.org/places/687927,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l199
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l2
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l3
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l4
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l5
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l6
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l7
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l8
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l16
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l18
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l19
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l21
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l22
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l23
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l25
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l29
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l31
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l32
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l33
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l41
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta004.pta-grc1:l6
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta005.pta-grc1:l2
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l1
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l3
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l9
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l10
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l11
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l12
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l13
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l14
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l15
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l16
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l17
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l4
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l7
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l10
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l11
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l15
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l17
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta008.pta-grc1:l1
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta008.pta-grc1:l2
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta010.pta-grc1:l1
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta011.pta-grc1:l1
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta011.pta-grc1:l2
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta011.pta-grc1:l3
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta011.pta-grc1:l4
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta011.pta-grc1:l5
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta011.pta-grc1:l7
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta011.pta-grc1:l8
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta014.pta-grc1:l8
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta017.pta-grc1:l2
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta017.pta-grc1:l3
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta017.pta-grc1:l4
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta017.pta-grc1:l5
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta017.pta-grc1:l6
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta025.pta-grc1:l1
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta026.pta-grc1:l1
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0003.pta020.pta-grcBibex2:l3
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0003.pta020.pta-grcBibex2:l5
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0003.pta020.pta-grcBibex2:l7
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0003.pta020.pta-grcBibex2:l9
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l5
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l7
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l12
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l13
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l41
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l42
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l45
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l46
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l48
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l49
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l50
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l51
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l52
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l53
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l55
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l57
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l59
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0004.pta001.pta-grcBibex:l60
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0007.pta007.pta-grc1:l1
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta011.pta-grc1:l1
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta014.pta-grc1:l52
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l7
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l24
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l107
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l108
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l110
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l115
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l124
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l127
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l128
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l140
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l142
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l143
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l145
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l146
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l159
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l171
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l174
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l179
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l194
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l195
https://pleiades.stoa.org/places/687928,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l202
https://pleiades.stoa.org/places/687931,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta001.pta-grcBibex:l1
https://pleiades.stoa.org/places/687931,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta001.pta-grcBibex:l2
https://pleiades.stoa.org/places/687931,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l24
https://pleiades.stoa.org/places/687931,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta005.pta-grc1:l5
https://pleiades.stoa.org/places/687932,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta004.pta-grc1:l4
https://pleiades.stoa.org/places/687932,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l4
https://pleiades.stoa.org/places/687932,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta012.pta-grc1:l1
https://pleiades.stoa.org/places/687932,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta014.pta-grc1:l6
https://pleiades.stoa.org/places/687932,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta019.pta-grc1:l2
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta002.pta-grc1:l2
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l12
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l26
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l2
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l5
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l13
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta008.pta-grc1:l3
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta014.pta-grc1:l1
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0003.pta020.pta-grcBibex2:l1
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0003.pta020.pta-grcBibex2:l4
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0003.pta020.pta-grcBibex2:l6
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0003.pta020.pta-grcBibex2:l8
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0003.pta020.pta-grcBibex2:l10
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l18
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l19
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l22
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l25
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l27
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l28
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l43
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l47
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l59
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l60
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l113
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l116
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l144
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l149
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l151
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l161
https://pleiades.stoa.org/places/687934,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l184
https://pleiades.stoa.org/places/687977,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0037.pta001.pta-grc1:l162
https://pleiades.stoa.org/places/687995,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l5
https://pleiades.stoa.org/places/687995,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l6
https://pleiades.stoa.org/places/687995,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta006.pta-grc1:l8
https://pleiades.stoa.org/places/687995,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l1
https://pleiades.stoa.org/places/687995,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta007.pta-grc1:l6
https://pleiades.stoa.org/places/687995,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta014.pta-grc1:l4
https://pleiades.stoa.org/places/697725,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l27
https://pleiades.stoa.org/places/707498,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta003.pta-grc1:l11
https://pleiades.stoa.org/places/707498,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0001.pta011.pta-grc1:l11
https://pleiades.stoa.org/places/707498,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta014.pta-grc1:l14
https://pleiades.stoa.org/places/707498,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta016.pta-grc1:l19
https://pleiades.stoa.org/places/716520,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta010.pta-grc1:l55
https://pleiades.stoa.org/places/716524,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l49
https://pleiades.stoa.org/places/716588,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l23
https://pleiades.stoa.org/places/716588,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta014.pta-grc1:l19
https://pleiades.stoa.org/places/716588,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta016.pta-grc1:l3
https://pleiades.stoa.org/places/716588,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta016.pta-grc1:l25
https://pleiades.stoa.org/places/716595,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l17
https://pleiades.stoa.org/places/716615,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l31
https://pleiades.stoa.org/places/716657,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l42
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l3
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l11
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l13
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l21
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l27
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta010.pta-grc1:l10
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta010.pta-grc1:l12
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta010.pta-grc1:l26
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta010.pta-grc1:l31
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta010.pta-grc1:l36
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta010.pta-grc1:l45
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta013.pta-grc1:l1
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta014.pta-grc1:l1
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l1
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l2
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l23
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l30
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l53
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta017.pta-grc1:l2
https://pleiades.stoa.org/places/727070,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta017.pta-grc1:l4
https://pleiades.stoa.org/places/727071,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l48
https://pleiades.stoa.org/places/727078,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l44
https://pleiades.stoa.org/places/727123,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l39
https://pleiades.stoa.org/places/727154,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l4
https://pleiades.stoa.org/places/727154,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l5
https://pleiades.stoa.org/places/727154,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l12
https://pleiades.stoa.org/places/727172,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta003.pta-grc1:l24
https://pleiades.stoa.org/places/727183,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l36
https://pleiades.stoa.org/places/727201,https://pta.bbaw.de/text/a24c583/urn:cts:pta:pta0022.pta015.pta-grc1:l33
