Edition,Reference,Reference in Index
LXX,Mal:1:2-Mal:1:3,https://pta.bbaw.de/biblical-reference/Mal:1:2-Mal:1:3
LXX,Mal:1:2-Mal:1:3,https://pta.bbaw.de/biblical-reference/Mal:1:2-Mal:1:3
LXX,Mal:2:13,https://pta.bbaw.de/biblical-reference/Mal:2:13
LXX,Mal:2:6-Mal:2:7,https://pta.bbaw.de/biblical-reference/Mal:2:6-Mal:2:7
LXX,Mal:3:1,https://pta.bbaw.de/biblical-reference/Mal:3:1
LXX,Mal:3:20,https://pta.bbaw.de/biblical-reference/Mal:3:20
LXX,Mal:3:6,https://pta.bbaw.de/biblical-reference/Mal:3:6
LXX,Mi:1:4,https://pta.bbaw.de/biblical-reference/Mi:1:4
LXX,Mi:3:9,https://pta.bbaw.de/biblical-reference/Mi:3:9
LXX,Mi:5:1,https://pta.bbaw.de/biblical-reference/Mi:5:1
LXX,Mi:6:6,https://pta.bbaw.de/biblical-reference/Mi:6:6
LXX,Mi:6:7,https://pta.bbaw.de/biblical-reference/Mi:6:7
LXX,Mi:6:8,https://pta.bbaw.de/biblical-reference/Mi:6:8
LXX,Mi:7:1-Mi:7:2,https://pta.bbaw.de/biblical-reference/Mi:7:1-Mi:7:2
LXX,Mi:7:3,https://pta.bbaw.de/biblical-reference/Mi:7:3
LXX,Nah:1:4,https://pta.bbaw.de/biblical-reference/Nah:1:4
LXX,Nah:1:6,https://pta.bbaw.de/biblical-reference/Nah:1:6
LXX,Nah:2:1,https://pta.bbaw.de/biblical-reference/Nah:2:1
LXX,Nah:2:2,https://pta.bbaw.de/biblical-reference/Nah:2:2
LXX,Nah:3:16-Nah:3:17,https://pta.bbaw.de/biblical-reference/Nah:3:16-Nah:3:17
LXX,Num:11:12,https://pta.bbaw.de/biblical-reference/Num:11:12
LXX,Num:11:14,https://pta.bbaw.de/biblical-reference/Num:11:12
LXX,Num:11:12,https://pta.bbaw.de/biblical-reference/Num:11:14
LXX,Num:11:14,https://pta.bbaw.de/biblical-reference/Num:11:14
LXX,Num:11:14-Num:11:17,https://pta.bbaw.de/biblical-reference/Num:11:14-Num:11:17
LXX,Num:11:17,https://pta.bbaw.de/biblical-reference/Num:11:17
LXX,Num:11:29,https://pta.bbaw.de/biblical-reference/Num:11:29
LXX,Num:11:31,https://pta.bbaw.de/biblical-reference/Num:11:31
LXX,Num:11:32,https://pta.bbaw.de/biblical-reference/Num:11:31
LXX,Num:11:31,https://pta.bbaw.de/biblical-reference/Num:11:32
LXX,Num:11:32,https://pta.bbaw.de/biblical-reference/Num:11:32
LXX,Num:11:4,https://pta.bbaw.de/biblical-reference/Num:11:4
LXX,Num:11:5,https://pta.bbaw.de/biblical-reference/Num:11:5
LXX,Num:11:5-Num:11:6,https://pta.bbaw.de/biblical-reference/Num:11:5-Num:11:6
LXX,Num:12:10,https://pta.bbaw.de/biblical-reference/Num:12:10
LXX,Num:12:10-Num:12:15,https://pta.bbaw.de/biblical-reference/Num:12:10-Num:12:15
LXX,Num:13:27,https://pta.bbaw.de/biblical-reference/Num:13:27
LXX,Num:13:33,https://pta.bbaw.de/biblical-reference/Num:13:27
LXX,Num:13:27,https://pta.bbaw.de/biblical-reference/Num:13:33
LXX,Num:13:33,https://pta.bbaw.de/biblical-reference/Num:13:33
LXX,Num:13:28,https://pta.bbaw.de/biblical-reference/Num:13:28
LXX,Num:14:15-Num:14:16,https://pta.bbaw.de/biblical-reference/Num:14:15-Num:14:16
LXX,Num:14:16,https://pta.bbaw.de/biblical-reference/Num:14:16
LXX,Num:14:18,https://pta.bbaw.de/biblical-reference/Num:14:18
LXX,Num:14:2,https://pta.bbaw.de/biblical-reference/Num:14:2
LXX,Num:14:20,https://pta.bbaw.de/biblical-reference/Num:14:20
LXX,Num:15:7,https://pta.bbaw.de/biblical-reference/Num:15:7
LXX,Num:15:10,https://pta.bbaw.de/biblical-reference/Num:15:7
LXX,Num:15:7,https://pta.bbaw.de/biblical-reference/Num:15:10
LXX,Num:15:10,https://pta.bbaw.de/biblical-reference/Num:15:10
LXX,Num:16:5,https://pta.bbaw.de/biblical-reference/Num:16:5
LXX,Num:17:16-Num:17:26,https://pta.bbaw.de/biblical-reference/Num:17:16-Num:17:26
LXX,Num:18:20,https://pta.bbaw.de/biblical-reference/Num:18:20
LXX,Num:20:10,https://pta.bbaw.de/biblical-reference/Num:20:10
LXX,Num:20:11,https://pta.bbaw.de/biblical-reference/Num:20:11
LXX,Num:20:12,https://pta.bbaw.de/biblical-reference/Num:20:12
LXX,Num:21:6,https://pta.bbaw.de/biblical-reference/Num:21:6
LXX,Num:21:6-Num:21:9,https://pta.bbaw.de/biblical-reference/Num:21:6-Num:21:9
LXX,Num:21:8,https://pta.bbaw.de/biblical-reference/Num:21:8
LXX,Num:21:8-Num:21:9,https://pta.bbaw.de/biblical-reference/Num:21:8-Num:21:9
LXX,Num:21:9,https://pta.bbaw.de/biblical-reference/Num:21:9
LXX,Num:24:5,https://pta.bbaw.de/biblical-reference/Num:24:5
LXX,Num:24:9,https://pta.bbaw.de/biblical-reference/Num:24:9
LXX,Num:25:1,https://pta.bbaw.de/biblical-reference/Num:25:1
LXX,Num:25:2-Num:25:3,https://pta.bbaw.de/biblical-reference/Num:25:2-Num:25:3
LXX,Num:25:7-Num:25:8,https://pta.bbaw.de/biblical-reference/Num:25:7-Num:25:8
LXX,Num:32:13,https://pta.bbaw.de/biblical-reference/Num:32:13
LXX,Num:6:23,https://pta.bbaw.de/biblical-reference/Num:6:23
LXX,Num:6:24,https://pta.bbaw.de/biblical-reference/Num:6:24
LXX,Num:6:24-Num:6:26,https://pta.bbaw.de/biblical-reference/Num:6:24-Num:6:26
LXX,Prov:10:20,https://pta.bbaw.de/biblical-reference/Prov:10:20
LXX,Prov:10:22,https://pta.bbaw.de/biblical-reference/Prov:10:22
LXX,Prov:10:32,https://pta.bbaw.de/biblical-reference/Prov:10:32
LXX,Prov:10:5,https://pta.bbaw.de/biblical-reference/Prov:10:5
LXX,Prov:10:7,https://pta.bbaw.de/biblical-reference/Prov:10:7
LXX,Prov:12:20,https://pta.bbaw.de/biblical-reference/Prov:12:20
LXX,Prov:13:9,https://pta.bbaw.de/biblical-reference/Prov:13:9
LXX,Prov:14:29,https://pta.bbaw.de/biblical-reference/Prov:14:29
LXX,Prov:15:1,https://pta.bbaw.de/biblical-reference/Prov:15:1
LXX,Prov:15:13,https://pta.bbaw.de/biblical-reference/Prov:15:13
LXX,Prov:15:26,https://pta.bbaw.de/biblical-reference/Prov:15:26
LXX,Prov:15:31,https://pta.bbaw.de/biblical-reference/Prov:15:31
LXX,Prov:16:13,https://pta.bbaw.de/biblical-reference/Prov:16:13
LXX,Prov:16:24,https://pta.bbaw.de/biblical-reference/Prov:16:24
LXX,Prov:17:3,https://pta.bbaw.de/biblical-reference/Prov:17:3
LXX,Prov:18:19,https://pta.bbaw.de/biblical-reference/Prov:18:19
LXX,Prov:18:3,https://pta.bbaw.de/biblical-reference/Prov:18:3
LXX,Prov:19:17,https://pta.bbaw.de/biblical-reference/Prov:19:17
LXX,Prov:1:20,https://pta.bbaw.de/biblical-reference/Prov:1:20
LXX,Prov:1:20-Prov:1:21,https://pta.bbaw.de/biblical-reference/Prov:1:20-Prov:1:21
LXX,Prov:1:28,https://pta.bbaw.de/biblical-reference/Prov:1:28
LXX,Prov:20:13,https://pta.bbaw.de/biblical-reference/Prov:20:13
LXX,Prov:20:24,https://pta.bbaw.de/biblical-reference/Prov:20:24
LXX,Prov:20:28,https://pta.bbaw.de/biblical-reference/Prov:20:28
LXX,Prov:20:5,https://pta.bbaw.de/biblical-reference/Prov:20:5
LXX,Prov:21:1,https://pta.bbaw.de/biblical-reference/Prov:21:1
LXX,Prov:22:28,https://pta.bbaw.de/biblical-reference/Prov:22:28
LXX,Prov:23:5,https://pta.bbaw.de/biblical-reference/Prov:23:5
LXX,Prov:24:22,https://pta.bbaw.de/biblical-reference/Prov:24:22
LXX,Prov:25:18,https://pta.bbaw.de/biblical-reference/Prov:25:18
LXX,Prov:25:27,https://pta.bbaw.de/biblical-reference/Prov:25:27
LXX,Prov:25:5,https://pta.bbaw.de/biblical-reference/Prov:25:5
LXX,Prov:25:7,https://pta.bbaw.de/biblical-reference/Prov:25:7
LXX,Prov:26:11,https://pta.bbaw.de/biblical-reference/Prov:26:11
LXX,Prov:28:1,https://pta.bbaw.de/biblical-reference/Prov:28:1
LXX,Prov:29:2,https://pta.bbaw.de/biblical-reference/Prov:29:2
LXX,Prov:30:8,https://pta.bbaw.de/biblical-reference/Prov:30:8
LXX,Prov:3:19,https://pta.bbaw.de/biblical-reference/Prov:3:19
LXX,Prov:4:10,https://pta.bbaw.de/biblical-reference/Prov:4:10
LXX,Prov:6:4,https://pta.bbaw.de/biblical-reference/Prov:6:4
LXX,Prov:6:5,https://pta.bbaw.de/biblical-reference/Prov:6:5
LXX,Prov:6:6,https://pta.bbaw.de/biblical-reference/Prov:6:6
LXX,Prov:6:8,https://pta.bbaw.de/biblical-reference/Prov:6:8
LXX,Prov:7:1,https://pta.bbaw.de/biblical-reference/Prov:7:1
LXX,Prov:8:15,https://pta.bbaw.de/biblical-reference/Prov:8:15
LXX,Prov:8:22,https://pta.bbaw.de/biblical-reference/Prov:8:22
LXX,Prov:8:24,https://pta.bbaw.de/biblical-reference/Prov:8:24
LXX,Prov:8:25,https://pta.bbaw.de/biblical-reference/Prov:8:25
LXX,Prov:8:30,https://pta.bbaw.de/biblical-reference/Prov:8:30
LXX,Prov:8:8,https://pta.bbaw.de/biblical-reference/Prov:8:8
LXX,Prov:8:9,https://pta.bbaw.de/biblical-reference/Prov:8:9
LXX,Prov:9:10,https://pta.bbaw.de/biblical-reference/Prov:9:10
LXX,Prov:9:9,https://pta.bbaw.de/biblical-reference/Prov:9:9
LXX,Ps:100:1-Ps:100:2,https://pta.bbaw.de/biblical-reference/Ps:100:1-Ps:100:2
LXX,Ps:100:2,https://pta.bbaw.de/biblical-reference/Ps:100:2
LXX,Ps:100:2-Ps:100:4,https://pta.bbaw.de/biblical-reference/Ps:100:2-Ps:100:4
LXX,Ps:100:5,https://pta.bbaw.de/biblical-reference/Ps:100:5
LXX,Ps:100:5,https://pta.bbaw.de/biblical-reference/Ps:100:5
LXX,Ps:100:5,https://pta.bbaw.de/biblical-reference/Ps:100:5
LXX,Ps:100:6,https://pta.bbaw.de/biblical-reference/Ps:100:6
LXX,Ps:100:6,https://pta.bbaw.de/biblical-reference/Ps:100:6
LXX,Ps:100:7,https://pta.bbaw.de/biblical-reference/Ps:100:7
LXX,Ps:100:7,https://pta.bbaw.de/biblical-reference/Ps:100:7
LXX,Ps:100:8,https://pta.bbaw.de/biblical-reference/Ps:100:8
LXX,Ps:100:8,https://pta.bbaw.de/biblical-reference/Ps:100:8
LXX,Ps:101:1,https://pta.bbaw.de/biblical-reference/Ps:101:1
LXX,Ps:101:1-Ps:101:3,https://pta.bbaw.de/biblical-reference/Ps:101:1-Ps:101:3
LXX,Ps:101:11,https://pta.bbaw.de/biblical-reference/Ps:101:11
LXX,Ps:101:11-Ps:101:12,https://pta.bbaw.de/biblical-reference/Ps:101:11-Ps:101:12
LXX,Ps:101:13-Ps:101:14,https://pta.bbaw.de/biblical-reference/Ps:101:13-Ps:101:14
LXX,Ps:101:14-Ps:101:15,https://pta.bbaw.de/biblical-reference/Ps:101:14-Ps:101:15
LXX,Ps:101:15,https://pta.bbaw.de/biblical-reference/Ps:101:15
LXX,Ps:101:16,https://pta.bbaw.de/biblical-reference/Ps:101:16
LXX,Ps:101:17,https://pta.bbaw.de/biblical-reference/Ps:101:17
LXX,Ps:101:18,https://pta.bbaw.de/biblical-reference/Ps:101:18
LXX,Ps:101:19,https://pta.bbaw.de/biblical-reference/Ps:101:19
LXX,Ps:101:20-Ps:101:22,https://pta.bbaw.de/biblical-reference/Ps:101:20-Ps:101:22
LXX,Ps:101:23-Ps:101:25,https://pta.bbaw.de/biblical-reference/Ps:101:23-Ps:101:25
LXX,Ps:101:25,https://pta.bbaw.de/biblical-reference/Ps:101:25
LXX,Ps:101:25-Ps:101:29,https://pta.bbaw.de/biblical-reference/Ps:101:25-Ps:101:29
LXX,Ps:101:27,https://pta.bbaw.de/biblical-reference/Ps:101:27
LXX,Ps:101:3,https://pta.bbaw.de/biblical-reference/Ps:101:3
LXX,Ps:101:4-Ps:101:6,https://pta.bbaw.de/biblical-reference/Ps:101:4-Ps:101:6
LXX,Ps:101:7-Ps:101:8,https://pta.bbaw.de/biblical-reference/Ps:101:7-Ps:101:8
LXX,Ps:101:9-Ps:101:11,https://pta.bbaw.de/biblical-reference/Ps:101:9-Ps:101:11
LXX,Ps:102:1,https://pta.bbaw.de/biblical-reference/Ps:102:1
LXX,Ps:102:1-Ps:102:2,https://pta.bbaw.de/biblical-reference/Ps:102:1-Ps:102:2
LXX,Ps:102:12,https://pta.bbaw.de/biblical-reference/Ps:102:12
LXX,Ps:102:13-Ps:102:14,https://pta.bbaw.de/biblical-reference/Ps:102:13-Ps:102:14
LXX,Ps:102:17-Ps:102:18,https://pta.bbaw.de/biblical-reference/Ps:102:17-Ps:102:18
LXX,Ps:102:19,https://pta.bbaw.de/biblical-reference/Ps:102:19
LXX,Ps:102:2,https://pta.bbaw.de/biblical-reference/Ps:102:2
LXX,Ps:102:20,https://pta.bbaw.de/biblical-reference/Ps:102:20
LXX,Ps:102:21,https://pta.bbaw.de/biblical-reference/Ps:102:21
LXX,Ps:102:22,https://pta.bbaw.de/biblical-reference/Ps:102:22
LXX,Ps:102:3,https://pta.bbaw.de/biblical-reference/Ps:102:3
LXX,Ps:102:3-Ps:102:5,https://pta.bbaw.de/biblical-reference/Ps:102:3-Ps:102:5
LXX,Ps:102:5,https://pta.bbaw.de/biblical-reference/Ps:102:5
LXX,Ps:102:7,https://pta.bbaw.de/biblical-reference/Ps:102:7
LXX,Ps:102:8,https://pta.bbaw.de/biblical-reference/Ps:102:8
LXX,Ps:103:1,https://pta.bbaw.de/biblical-reference/Ps:103:1
LXX,Ps:103:1-Ps:103:2,https://pta.bbaw.de/biblical-reference/Ps:103:1-Ps:103:2
LXX,Ps:103:10,https://pta.bbaw.de/biblical-reference/Ps:103:10
LXX,Ps:103:10-Ps:103:12,https://pta.bbaw.de/biblical-reference/Ps:103:10-Ps:103:12
LXX,Ps:103:13-Ps:103:15,https://pta.bbaw.de/biblical-reference/Ps:103:13-Ps:103:15
LXX,Ps:103:14,https://pta.bbaw.de/biblical-reference/Ps:103:14
LXX,Ps:103:15,https://pta.bbaw.de/biblical-reference/Ps:103:15
LXX,Ps:103:18,https://pta.bbaw.de/biblical-reference/Ps:103:18
LXX,Ps:103:19,https://pta.bbaw.de/biblical-reference/Ps:103:19
LXX,Ps:103:19-Ps:103:23,https://pta.bbaw.de/biblical-reference/Ps:103:19-Ps:103:23
LXX,Ps:103:20-Ps:103:21,https://pta.bbaw.de/biblical-reference/Ps:103:20-Ps:103:21
LXX,Ps:103:22,https://pta.bbaw.de/biblical-reference/Ps:103:22
LXX,Ps:103:24,https://pta.bbaw.de/biblical-reference/Ps:103:24
LXX,Ps:103:25,https://pta.bbaw.de/biblical-reference/Ps:103:25
LXX,Ps:103:25-Ps:103:26,https://pta.bbaw.de/biblical-reference/Ps:103:25-Ps:103:26
LXX,Ps:103:25,https://pta.bbaw.de/biblical-reference/Ps:103:25
LXX,Ps:103:26,https://pta.bbaw.de/biblical-reference/Ps:103:25
LXX,Ps:103:25,https://pta.bbaw.de/biblical-reference/Ps:103:26
LXX,Ps:103:26,https://pta.bbaw.de/biblical-reference/Ps:103:26
LXX,Ps:103:26,https://pta.bbaw.de/biblical-reference/Ps:103:26
LXX,Ps:103:27,https://pta.bbaw.de/biblical-reference/Ps:103:27
LXX,Ps:103:27-Ps:103:28,https://pta.bbaw.de/biblical-reference/Ps:103:27-Ps:103:28
LXX,Ps:103:29,https://pta.bbaw.de/biblical-reference/Ps:103:29
LXX,Ps:103:29-Ps:103:30,https://pta.bbaw.de/biblical-reference/Ps:103:29-Ps:103:30
LXX,Ps:103:3,https://pta.bbaw.de/biblical-reference/Ps:103:3
LXX,Ps:103:30,https://pta.bbaw.de/biblical-reference/Ps:103:30
LXX,Ps:103:32,https://pta.bbaw.de/biblical-reference/Ps:103:32
LXX,Ps:103:33-Ps:103:34,https://pta.bbaw.de/biblical-reference/Ps:103:33-Ps:103:34
LXX,Ps:103:34,https://pta.bbaw.de/biblical-reference/Ps:103:34
LXX,Ps:103:35,https://pta.bbaw.de/biblical-reference/Ps:103:35
LXX,Ps:103:4,https://pta.bbaw.de/biblical-reference/Ps:103:4
LXX,Ps:103:5,https://pta.bbaw.de/biblical-reference/Ps:103:5
LXX,Ps:103:6,https://pta.bbaw.de/biblical-reference/Ps:103:6
LXX,Ps:103:7,https://pta.bbaw.de/biblical-reference/Ps:103:7
LXX,Ps:103:9,https://pta.bbaw.de/biblical-reference/Ps:103:9
LXX,Ps:104:1,https://pta.bbaw.de/biblical-reference/Ps:104:1
LXX,Ps:104:1-Ps:104:3,https://pta.bbaw.de/biblical-reference/Ps:104:1-Ps:104:3
LXX,Ps:104:11,https://pta.bbaw.de/biblical-reference/Ps:104:11
LXX,Ps:104:12,https://pta.bbaw.de/biblical-reference/Ps:104:12
LXX,Ps:104:13-Ps:104:15,https://pta.bbaw.de/biblical-reference/Ps:104:13-Ps:104:15
LXX,Ps:104:14-Ps:104:15,https://pta.bbaw.de/biblical-reference/Ps:104:14-Ps:104:15
LXX,Ps:104:15,https://pta.bbaw.de/biblical-reference/Ps:104:15
LXX,Ps:104:16-Ps:104:17,https://pta.bbaw.de/biblical-reference/Ps:104:16-Ps:104:17
LXX,Ps:104:17-Ps:104:19,https://pta.bbaw.de/biblical-reference/Ps:104:17-Ps:104:19
LXX,Ps:104:18,https://pta.bbaw.de/biblical-reference/Ps:104:18
LXX,Ps:104:19,https://pta.bbaw.de/biblical-reference/Ps:104:19
LXX,Ps:104:2,https://pta.bbaw.de/biblical-reference/Ps:104:2
LXX,Ps:104:20-Ps:104:22,https://pta.bbaw.de/biblical-reference/Ps:104:20-Ps:104:22
LXX,Ps:104:23,https://pta.bbaw.de/biblical-reference/Ps:104:23
LXX,Ps:104:24,https://pta.bbaw.de/biblical-reference/Ps:104:24
LXX,Ps:104:25,https://pta.bbaw.de/biblical-reference/Ps:104:25
LXX,Ps:104:26,https://pta.bbaw.de/biblical-reference/Ps:104:26
LXX,Ps:104:28-Ps:104:36,https://pta.bbaw.de/biblical-reference/Ps:104:28-Ps:104:36
LXX,Ps:104:3,https://pta.bbaw.de/biblical-reference/Ps:104:3
LXX,Ps:104:37,https://pta.bbaw.de/biblical-reference/Ps:104:37
LXX,Ps:104:37-Ps:104:38,https://pta.bbaw.de/biblical-reference/Ps:104:37-Ps:104:38
LXX,Ps:104:39-Ps:104:45,https://pta.bbaw.de/biblical-reference/Ps:104:39-Ps:104:45
LXX,Ps:104:4,https://pta.bbaw.de/biblical-reference/Ps:104:4
LXX,Ps:104:5,https://pta.bbaw.de/biblical-reference/Ps:104:5
LXX,Ps:104:6,https://pta.bbaw.de/biblical-reference/Ps:104:6
LXX,Ps:104:7,https://pta.bbaw.de/biblical-reference/Ps:104:7
LXX,Ps:104:8-Ps:104:11,https://pta.bbaw.de/biblical-reference/Ps:104:8-Ps:104:11
LXX,Ps:104:9-Ps:104:10,https://pta.bbaw.de/biblical-reference/Ps:104:9-Ps:104:10
LXX,Ps:105:1,https://pta.bbaw.de/biblical-reference/Ps:105:1
LXX,Ps:105:12-Ps:105:13,https://pta.bbaw.de/biblical-reference/Ps:105:12-Ps:105:13
LXX,Ps:105:13-Ps:105:15,https://pta.bbaw.de/biblical-reference/Ps:105:13-Ps:105:15
LXX,Ps:105:14,https://pta.bbaw.de/biblical-reference/Ps:105:14
LXX,Ps:105:16,https://pta.bbaw.de/biblical-reference/Ps:105:16
LXX,Ps:105:17,https://pta.bbaw.de/biblical-reference/Ps:105:17
LXX,Ps:105:19,https://pta.bbaw.de/biblical-reference/Ps:105:19
LXX,Ps:105:19-Ps:105:22,https://pta.bbaw.de/biblical-reference/Ps:105:19-Ps:105:22
LXX,Ps:105:2,https://pta.bbaw.de/biblical-reference/Ps:105:2
LXX,Ps:105:20-Ps:105:22,https://pta.bbaw.de/biblical-reference/Ps:105:20-Ps:105:22
LXX,Ps:105:23,https://pta.bbaw.de/biblical-reference/Ps:105:23
LXX,Ps:105:24-Ps:105:27,https://pta.bbaw.de/biblical-reference/Ps:105:24-Ps:105:27
LXX,Ps:105:28-Ps:105:29,https://pta.bbaw.de/biblical-reference/Ps:105:28-Ps:105:29
LXX,Ps:105:3,https://pta.bbaw.de/biblical-reference/Ps:105:3
LXX,Ps:105:30-Ps:105:31,https://pta.bbaw.de/biblical-reference/Ps:105:30-Ps:105:31
LXX,Ps:105:32,https://pta.bbaw.de/biblical-reference/Ps:105:32
LXX,Ps:105:32-Ps:105:33,https://pta.bbaw.de/biblical-reference/Ps:105:32-Ps:105:33
LXX,Ps:105:34,https://pta.bbaw.de/biblical-reference/Ps:105:34
LXX,Ps:105:35-Ps:105:36,https://pta.bbaw.de/biblical-reference/Ps:105:35-Ps:105:36
LXX,Ps:105:40,https://pta.bbaw.de/biblical-reference/Ps:105:40
LXX,Ps:105:40-Ps:105:42,https://pta.bbaw.de/biblical-reference/Ps:105:40-Ps:105:42
LXX,Ps:105:43,https://pta.bbaw.de/biblical-reference/Ps:105:43
LXX,Ps:105:44-Ps:105:46,https://pta.bbaw.de/biblical-reference/Ps:105:44-Ps:105:46
LXX,Ps:105:47,https://pta.bbaw.de/biblical-reference/Ps:105:47
LXX,Ps:105:48,https://pta.bbaw.de/biblical-reference/Ps:105:48
LXX,Ps:105:5,https://pta.bbaw.de/biblical-reference/Ps:105:5
LXX,Ps:105:7,https://pta.bbaw.de/biblical-reference/Ps:105:7
LXX,Ps:105:7-Ps:105:8,https://pta.bbaw.de/biblical-reference/Ps:105:7-Ps:105:8
LXX,Ps:105:8,https://pta.bbaw.de/biblical-reference/Ps:105:8
LXX,Ps:105:9-Ps:105:11,https://pta.bbaw.de/biblical-reference/Ps:105:9-Ps:105:11
LXX,Ps:106:1,https://pta.bbaw.de/biblical-reference/Ps:106:1
LXX,Ps:106:10,https://pta.bbaw.de/biblical-reference/Ps:106:10
LXX,Ps:106:10-Ps:106:12,https://pta.bbaw.de/biblical-reference/Ps:106:10-Ps:106:12
LXX,Ps:106:13-Ps:106:14,https://pta.bbaw.de/biblical-reference/Ps:106:13-Ps:106:14
LXX,Ps:106:15-Ps:106:19,https://pta.bbaw.de/biblical-reference/Ps:106:15-Ps:106:19
LXX,Ps:106:18,https://pta.bbaw.de/biblical-reference/Ps:106:18
LXX,Ps:106:2-Ps:106:3,https://pta.bbaw.de/biblical-reference/Ps:106:2-Ps:106:3
LXX,Ps:106:20,https://pta.bbaw.de/biblical-reference/Ps:106:20
LXX,Ps:106:20-Ps:106:22,https://pta.bbaw.de/biblical-reference/Ps:106:20-Ps:106:22
LXX,Ps:106:22,https://pta.bbaw.de/biblical-reference/Ps:106:22
LXX,Ps:106:23,https://pta.bbaw.de/biblical-reference/Ps:106:23
LXX,Ps:106:23-Ps:106:31,https://pta.bbaw.de/biblical-reference/Ps:106:23-Ps:106:31
LXX,Ps:106:25,https://pta.bbaw.de/biblical-reference/Ps:106:25
LXX,Ps:106:27,https://pta.bbaw.de/biblical-reference/Ps:106:27
LXX,Ps:106:27-Ps:106:28,https://pta.bbaw.de/biblical-reference/Ps:106:27-Ps:106:28
LXX,Ps:106:29,https://pta.bbaw.de/biblical-reference/Ps:106:29
LXX,Ps:106:32-Ps:106:36,https://pta.bbaw.de/biblical-reference/Ps:106:32-Ps:106:36
LXX,Ps:106:37-Ps:106:38,https://pta.bbaw.de/biblical-reference/Ps:106:37-Ps:106:38
LXX,Ps:106:39-Ps:106:40,https://pta.bbaw.de/biblical-reference/Ps:106:39-Ps:106:40
LXX,Ps:106:4,https://pta.bbaw.de/biblical-reference/Ps:106:4
LXX,Ps:106:4-Ps:106:5,https://pta.bbaw.de/biblical-reference/Ps:106:4-Ps:106:5
LXX,Ps:106:41-Ps:106:42,https://pta.bbaw.de/biblical-reference/Ps:106:41-Ps:106:42
LXX,Ps:106:43,https://pta.bbaw.de/biblical-reference/Ps:106:43
LXX,Ps:106:5,https://pta.bbaw.de/biblical-reference/Ps:106:5
LXX,Ps:106:6-Ps:106:9,https://pta.bbaw.de/biblical-reference/Ps:106:6-Ps:106:9
LXX,Ps:106:7,https://pta.bbaw.de/biblical-reference/Ps:106:7
LXX,Ps:106:9,https://pta.bbaw.de/biblical-reference/Ps:106:9
LXX,Ps:107:10,https://pta.bbaw.de/biblical-reference/Ps:107:10
LXX,Ps:107:11-Ps:107:12,https://pta.bbaw.de/biblical-reference/Ps:107:11-Ps:107:12
LXX,Ps:107:12,https://pta.bbaw.de/biblical-reference/Ps:107:12
LXX,Ps:107:13-Ps:107:14,https://pta.bbaw.de/biblical-reference/Ps:107:13-Ps:107:14
LXX,Ps:107:2,https://pta.bbaw.de/biblical-reference/Ps:107:2
LXX,Ps:107:3,https://pta.bbaw.de/biblical-reference/Ps:107:3
LXX,Ps:107:4,https://pta.bbaw.de/biblical-reference/Ps:107:4
LXX,Ps:107:5,https://pta.bbaw.de/biblical-reference/Ps:107:5
LXX,Ps:107:6,https://pta.bbaw.de/biblical-reference/Ps:107:6
LXX,Ps:107:7,https://pta.bbaw.de/biblical-reference/Ps:107:7
LXX,Ps:107:8-Ps:107:10,https://pta.bbaw.de/biblical-reference/Ps:107:8-Ps:107:10
LXX,Ps:108:1,https://pta.bbaw.de/biblical-reference/Ps:108:1
LXX,Ps:108:1-Ps:108:5,https://pta.bbaw.de/biblical-reference/Ps:108:1-Ps:108:5
LXX,Ps:108:16,https://pta.bbaw.de/biblical-reference/Ps:108:16
LXX,Ps:108:19,https://pta.bbaw.de/biblical-reference/Ps:108:19
LXX,Ps:108:21,https://pta.bbaw.de/biblical-reference/Ps:108:21
LXX,Ps:108:22,https://pta.bbaw.de/biblical-reference/Ps:108:22
LXX,Ps:108:23,https://pta.bbaw.de/biblical-reference/Ps:108:23
LXX,Ps:108:26-Ps:108:27,https://pta.bbaw.de/biblical-reference/Ps:108:26-Ps:108:27
LXX,Ps:108:28,https://pta.bbaw.de/biblical-reference/Ps:108:28
LXX,Ps:108:29,https://pta.bbaw.de/biblical-reference/Ps:108:29
LXX,Ps:108:30-Ps:108:31,https://pta.bbaw.de/biblical-reference/Ps:108:30-Ps:108:31
LXX,Ps:108:31,https://pta.bbaw.de/biblical-reference/Ps:108:31
LXX,Ps:108:6-Ps:108:8,https://pta.bbaw.de/biblical-reference/Ps:108:6-Ps:108:8
LXX,Ps:108:8,https://pta.bbaw.de/biblical-reference/Ps:108:8
LXX,Ps:108:9-Ps:108:13,https://pta.bbaw.de/biblical-reference/Ps:108:9-Ps:108:13
LXX,Ps:109:1,https://pta.bbaw.de/biblical-reference/Ps:109:1
LXX,Ps:109:1-Ps:109:2,https://pta.bbaw.de/biblical-reference/Ps:109:1-Ps:109:2
LXX,Ps:109:2,https://pta.bbaw.de/biblical-reference/Ps:109:2
LXX,Ps:109:3,https://pta.bbaw.de/biblical-reference/Ps:109:3
LXX,Ps:109:4,https://pta.bbaw.de/biblical-reference/Ps:109:4
LXX,Ps:10:1,https://pta.bbaw.de/biblical-reference/Ps:10:1
LXX,Ps:10:1,https://pta.bbaw.de/biblical-reference/Ps:10:1
LXX,Ps:10:2-Ps:10:3,https://pta.bbaw.de/biblical-reference/Ps:10:2-Ps:10:3
LXX,Ps:10:3-Ps:10:5,https://pta.bbaw.de/biblical-reference/Ps:10:3-Ps:10:5
